Input,Output
"Applicant earns $107926 annually, has a credit score of 564, outstanding loans totaling $114123, 3 missed payments in the last year, employment status: Freelancer, Living with family, and 3 recent credit inquiries.",Rejected
"Applicant earns $103327 annually, has a credit score of 758, no outstanding loans, 6 missed payments in the last year, employment status: Freelancer, Living with family, and 8 recent credit inquiries.",Rejected
"Applicant earns $86995 annually, has a credit score of 780, outstanding loans totaling $89446, 0 missed payments in the last year, employment status: Freelancer, Rents, and 8 recent credit inquiries.",Rejected
"Applicant earns $110150 annually, has a credit score of 551, no outstanding loans, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $99637 annually, has a credit score of 749, outstanding loans totaling $7581, 1 missed payments in the last year, employment status: Self-employed, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $59452 annually, has a credit score of 591, no outstanding loans, 2 missed payments in the last year, employment status: New business owner, Owns home, and 4 recent credit inquiries.",Rejected
"Applicant earns $73574 annually, has a credit score of 594, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $67130 annually, has a credit score of 805, no outstanding loans, 0 missed payments in the last year, employment status: Stable job, Living with family, and 4 recent credit inquiries.",Approved
"Applicant earns $111966 annually, has a credit score of 460, no outstanding loans, 0 missed payments in the last year, employment status: Recently changed jobs, Rents, and 8 recent credit inquiries.",Rejected
"Applicant earns $93962 annually, has a credit score of 529, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $50583 annually, has a credit score of 597, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Rejected
"Applicant earns $119546 annually, has a credit score of 831, outstanding loans totaling $193823, 0 missed payments in the last year, employment status: Stable job, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $113192 annually, has a credit score of 804, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 5 recent credit inquiries.",Approved
"Applicant earns $66915 annually, has a credit score of 693, no outstanding loans, 2 missed payments in the last year, employment status: Freelancer, Rents, and 0 recent credit inquiries.",Approved
"Applicant earns $84799 annually, has a credit score of 521, no outstanding loans, 6 missed payments in the last year, employment status: Stable job, Owns home, and 6 recent credit inquiries.",Rejected
"Applicant earns $30998 annually, has a credit score of 454, outstanding loans totaling $98939, 0 missed payments in the last year, employment status: New business owner, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $108752 annually, has a credit score of 688, no outstanding loans, 0 missed payments in the last year, employment status: Freelancer, Rents, and 4 recent credit inquiries.",Rejected
"Applicant earns $105706 annually, has a credit score of 601, outstanding loans totaling $177500, 2 missed payments in the last year, employment status: Stable job, Living with family, and 1 recent credit inquiries.",Rejected
"Applicant earns $75255 annually, has a credit score of 598, no outstanding loans, 5 missed payments in the last year, employment status: Self-employed, Owns home, and 2 recent credit inquiries.",Rejected
"Applicant earns $47145 annually, has a credit score of 763, outstanding loans totaling $124172, 2 missed payments in the last year, employment status: Recently changed jobs, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $107396 annually, has a credit score of 650, no outstanding loans, 0 missed payments in the last year, employment status: Stable job, Rents, and 8 recent credit inquiries.",Rejected
"Applicant earns $31434 annually, has a credit score of 517, no outstanding loans, 5 missed payments in the last year, employment status: Self-employed, Owns home, and 7 recent credit inquiries.",Rejected
"Applicant earns $54646 annually, has a credit score of 454, outstanding loans totaling $135189, 4 missed payments in the last year, employment status: New business owner, Owns home, and 5 recent credit inquiries.",Rejected
"Applicant earns $38940 annually, has a credit score of 480, no outstanding loans, 4 missed payments in the last year, employment status: Self-employed, Rents, and 7 recent credit inquiries.",Rejected
"Applicant earns $33354 annually, has a credit score of 520, outstanding loans totaling $182936, 0 missed payments in the last year, employment status: Freelancer, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $57837 annually, has a credit score of 732, outstanding loans totaling $55609, 1 missed payments in the last year, employment status: Freelancer, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $30436 annually, has a credit score of 835, no outstanding loans, 6 missed payments in the last year, employment status: New business owner, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $30011 annually, has a credit score of 809, outstanding loans totaling $67132, 1 missed payments in the last year, employment status: Freelancer, Rents, and 2 recent credit inquiries.",Rejected
"Applicant earns $40198 annually, has a credit score of 467, no outstanding loans, 2 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Rejected
"Applicant earns $68174 annually, has a credit score of 463, outstanding loans totaling $93829, 0 missed payments in the last year, employment status: Recently changed jobs, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $105770 annually, has a credit score of 844, no outstanding loans, 4 missed payments in the last year, employment status: Freelancer, Owns home, and 6 recent credit inquiries.",Rejected
"Applicant earns $94087 annually, has a credit score of 579, outstanding loans totaling $41140, 1 missed payments in the last year, employment status: Stable job, Rents, and 0 recent credit inquiries.",Rejected
"Applicant earns $114328 annually, has a credit score of 848, outstanding loans totaling $77834, 5 missed payments in the last year, employment status: New business owner, Owns home, and 6 recent credit inquiries.",Rejected
"Applicant earns $82863 annually, has a credit score of 627, outstanding loans totaling $99236, 0 missed payments in the last year, employment status: Freelancer, Rents, and 4 recent credit inquiries.",Rejected
